text,segmented_text,gloss,translation,detailed_gloss
"['loke', 'nen', 'naq', 'xiij', 'taq,+']","['loke', 'neen', 'naq', 'xiij', 'taq']","['adv', 'adv', 'suf', 'vt', 'pl']","['Loque', 'ellos', 'dijerÃ³n.']","['adv', 'adv', 'PP#suf', 'vt', 'PL#pl']"
"[""ri'"", 'li', 'qaaj,+']","[""ri'"", 'li', 'qaaj']","['dem', 'dem', 'clas']","['Eso', 'es', 'seÃ±or.']","['dem', 'DEM#dem', 'clas']"
"['ri', 'naq', ""xinb'an"", 'in,+']","['ri', 'naq', 'x', 'in', ""b'an"", 'in']","['dem', 'suf', 'tam', 'pers', 'vt', 'pers']","['Eso', 'fue', 'loque', 'yo', 'hice.']","['DEM#dem', 'PP#suf', 'COM#tam', '#', 'A1S#pers', '#', 'vt', 'A1S#pers']"
"['e', 'ri', 'lojori', 'ya', ""xi'"", 'tyeemp', 're+']","['ee', 'ri', 'lajor', 'ri', 'ya', ""xi'"", 'tyeemp', 're']","['conj', 'dem', 'adv', 'dem', 'voc', 'vi', 's', 'pron']","['(E', 'ahora', 'ya', 'se', 'fue', 'mi', 'tiempo)', 'ya', 'estoy', 'viejo.', 'Se', 'me', 'fuerÃ³n', 'los', 'aÃ±os.']","['conj', 'DEM#dem', 'adv', '#', 'DEM#dem', 'voc', 'vi', 's', 'pron']"
"['re', ""k'itzilkiin"", ""nikre'.+""]",['re'],['part'],"['Que', 'he', 'crecido', 'pues.']",['PART#part']
"['Perk', 'ya', ""xi'"", 'alg', 'intyemp.+']","['peer', 'ke', 'ya', ""xi'"", 'algo', 'in-', 'tyeemp']","['adv', 'part', 'voc', 'vi', 'adv', 'pers', 's']","['(Pero', 'ya', 'se', 'me', 'fue', 'un', 'poco', 'de', 'mi', 'tiempo)', 'ya', 'se', 'me', 'fuerÃ³n', 'los', 'aÃ±os.']","['adv', '#', 'part', 'voc', 'vi', 'adv', 'A1S#pers', 's']"
"[""ri'"", ""k'u"", 'li', 're', 'lojorii', 'pwes,+']","[""ri'"", ""k'u"", 'li', ""laj'ori"", 'i', 'pwees']","['dem', 'part', 'dem', 'adv', 'conj', 'adv']","['(E', 'pues', 'eso', 'es', 'ahora', 'puÃ©s)', 'eso', 'es', 'ahora', 'puÃ©s.']","['dem', 'PART#part', 'DEM#dem', 'adv', '#', 'CONJ#conj', 'adv']"
"['aj', ""yo'lkini'ka'"", 'ri', 'iil,+']","['aj-', ""yo'l"", '***', 'ri', 'il']","['pref', 'adj', '***', 'dem', 'vt']","['Pues', 'todavÃ\xada', 'estoy', 'vivo', 'mire.']","['AGT#pref', 'adj', 'error', 'DEM#dem', 'vt']"
"['e', 'per', 'ya', ""xi'tyemp"", 'ri', 'kanalkiin+']","['peer', 'ya', 'x-', ""i'"", 'tyeemp', 'ri']","['adv', 'voc', 'tam', 'suf', 's', 'dem']","['Pero', 'ya', 'se', 'fue', 'el', 'tiempo', 'que', 'me', 'he', 'quedado.']","['adv', 'voc', 'COM#tam', 'SC#suf', '#', 's', 'DEM#dem']"
"[""lajo'"", 'ri', 'chik', 'ri.+']","[""lajo'"", 'ri', 'chik', 'ri']","['adv', 'dem', 'part', 'dem']","['Y', 'ahora', 'esto', 'es.']","['adv', 'DEM#dem', 'PART#part', 'dem']"
"['Syempre', ""tqatija'"", ""k'ex,+""]","['syempre', 't-', '***', ""k'ex""]","['adv', 'tam', '***', 'adj']","['(Siempre', 'comemos)', 'siempre', 'sufrimos.']","['adv', 'INC#tam', 'error', 'adj']"
"[""qab'ana'"", 'sufrir+']","['qa-', ""b'an"", 'sufrir']","['pers', 'vt', 'vi']","['(Siempre', 'hacemos', 'sufrir)', 'siempre', 'sufrimos.']","['E1P#pers', 'vt', 'vi']"
"['re', 'qanesida,+']","['re', 'qa', 'nesesidad']","['part', 'pers', 'adj']","['Para', 'nuestra', 'necesidad']","['PART#part', 'E1P#pers', '#', 'adj']"
"['per', 'nen', ""tqab'an,+""]","['peer', 'neen', 't-', 'qa-', ""b'an""]","['adv', 'adv', 'tam', 'pers', 'vt']","['Pero', 'que', 'le', 'hacemos.']","['adv', 'adv', 'INC#tam', 'E1P#pers', 'vt']"
"['nen', ""tqab'an"", 'qaaj.+']","['neen', 't-', 'qa-', ""b'an"", 'qaaj']","['adv', 'tam', 'pers', 'vt', 'clas']","['Pero', 'que', 'le', 'hacemos', 'seÃ±or.']","['adv', 'INC#tam', 'E1P#pers', 'vt', 'clas']"
"['Porke', ""wi'"", 'rajwexk,+']","['porke', ""wi'"", 'rajwÃ©xik']","['adv', 'exist', 'adj']","['(Porque', 'temos', 'nuestra', 'necesida)', 'netemos', 'necesidad.']","['adv', 'EXS#exist', 'adj']"
"[""wi'"", 'rejwexik', 'loke', 'nen', ""teqab'an,+""]","[""wi'"", 'rajwÃ©xik', '-ik', 'loke', 'neen', 't', 'qa', ""b'an""]","['exist', 'adj', 'suf', 'adv', 'adv', 'tam', 'pers', 'vt']","['Tenemos', 'necesidad,', 'de', 'loque', 'tenemos', 'que', 'hacer.']","['EXS#exist', 'adj', 'SC#suf', 'adv', 'adv', 'INC#tam', '#', 'E1P#pers', '#', 'vt']"
"[""wi'"", 'rejewaxik,+']","[""wi'"", 'rajwÃ©xik', '-ik']","['exist', 'adj', 'suf']","['Hay', 'necesidad.']","['EXS#exist', 'adj', 'SC#suf']"
"['[loke', 'nen', 'teqa.../', 'loke', 'nen', ""teqab'an]+""]","['loke', 'neen', 't', 'qa', 'loke', 'neen', 't', 'qa', ""b'an""]","['adv', 'adv', 'tam', 'pers', 'adv', 'adv', 'tam', 'pers', 'vt']","['Loque', 'hacemos.']","['adv', 'adv', 'INC#tam', '#', 'E1P#pers', 'adv', 'adv', 'INC#tam', '#', 'E1P#pers', '#', 'vt']"
"['nesesida', 'oj', 'chakÃºnik,+']","['nesesidad', 'oj', 'chaak', '-un', '-ik']","['adj', 'pers', 's', 'suf', 'suf']","['Necesidad', 'de', 'trabajar.']","['adj', 'A1P#pers', 's', 'AP#suf', 'SC#suf']"
"['porke', ""ri'"", ""teb'a"", 'qus', 'teqachep', ""elaq',+""]","['porke', ""ri'"", ""teb'a"", 'qus', 't-', 'qa-', 'chap', ""elaq'""]","['adv', 'dem', 'vt', 'adj', 'tam', 'pers', 'vt', 's']","['(Acaso', 'que', 'es', 'bueno', 'agarrar', 'robo)', 'no', 'es', 'bueno', 'robar.']","['adv', 'dem', 'vt', 'adj', 'INC#tam', 'E1P#pers', 'vt', 's']"
"[""riteb'a'"", 'qus', 'teqa', ""tuk'"", 'qÃ\xadjil', ""qatz'Ã¡qt"", 'lamas,+']","['qus', 't', 'qa', ""tuk'"", 'q', 'ijiil', 'qa', ""tz'Ã¡qat"", 'lamaas']","['adj', 'tam', 'pers', 'vt', 'pers', 's', 'pers', 's', 'adv']","['Acaso', 'que', 'es', 'bueno', 'que', 'empujemos', 'a', 'nuestros', 'hermanos', 'en', 'algÃºn', 'lugar.']","['adj', 'INC#tam', '#', 'E1P#pers', 'vt', 'E1P#pers', '#', 's', 'E1P#pers', '#', 's', 'adv']"
"['noo', ""ta'"", 'qus', 'qaaj.+']","['noo', ""ta'"", 'qus', 'qaaj']","['adv', 'part', 'adj', 'clas']","['No', 'no', 'es', 'bueno', 'seÃ±or.']","['adv', 'NEG#part', 'adj', 'clas']"
"[""Ri'"", 'tzi', 'oj', 'chakÃºnik,+']","[""ri'"", 'tzi', 'oj', 'chaak', '-un', '-ik']","['dem', 'adv', 'pers', 's', 'suf', 'suf']","['Es', 'mejor', 'que', 'trabajemos.']","['dem', 'adv', 'A1P#pers', 's', 'AP#suf', 'SC#suf']"
"[""ri'"", 'tzi', 'oj', 'chapÃ³nik,+']","[""ri'"", 'tzi', 'oj', 'chap', 'on', 'ik']","['dem', 'adv', 'pers', 'vt', 'suf', 'suf']","['(Es', 'mejor', 'que', 'hagarremos)', 'es', 'mejor', 'que', 'trabajemos.']","['dem', 'adv', 'A1P#pers', 'vt', '#', 'AP#suf', '#', 'SC#suf']"
"[""ri'"", 'tzi', 'oj', 'eel', 'taata,+']","[""ri'"", 'tzi', 'oj', 'el', 'taat']","['dem', 'adv', 'pers', 'vi', 's']","['(Es', 'mejor', 'que', 'nosotros', 'salimos', 'papÃ¡)', 'es', 'mejor', 'salir', 'seÃ±or.']","['dem', 'adv', 'A1P#pers', 'vi', 's']"
"[""ri'"", 'li', 'ri', 'enjeemple', 'we', 'in', 'qaaj,+']","[""ri'"", 'li', 'ri', 'ejeempl', 'we', 'in', 'qaaj']","['dem', 'dem', 'dem', 's', 'part', 'pers', 'clas']","['Eso', 'es', 'mi', 'ejemplo', 'seÃ±or.']","['dem', 'DEM#dem', 'DEM#dem', 's', 'COND#part', 'A1S#pers', 'clas']"
"[""ri'"", 'li', 'ri', 'enjempl+']","[""ri'"", 'li', 'ri', 'ejeempl']","['dem', 'dem', 'dem', 's']","['Eso', 'es', 'el', 'ejemplo.']","['dem', 'DEM#dem', 'DEM#dem', 's']"
"['inqaaj', 'in', 'chuuch.+']","['iin', 'qaaj', 'in', 'chuuch']","['pron', 's', 'pers', 's']","['Los', 'padres', 'mios.(papas)']","['pron', '#', 's', 'A1S#pers', 's']"
"['Enjempl', 're', 'tzan', 'taq', ""wÃ¡lb'"", ""tamb'yen,+""]","['ejeempl', 're', ""k'atzaan"", 'taq', ""wÃ¡lb'"", 'tambyeen']","['s', 'pron', 'adj', 'pl', 's', 'adv']","['Ejemplo', 'de', 'mis', 'finados', 'suegros.']","['s', 'pron', 'adj', 'PL#pl', 's', 'adv']"
"['juntiir', 'li', 'xkan', ""jb'iij"", 'taq', 'li', 'chiqe,+']","['juntiir', 'li', 'x-', 'kan', 'j-', ""b'ij"", 'taq', 'li', 'chi', 'q', '-e']","['adv', 'dem', 'tam', 'vi', 'pers', 'vt', 'pl', 'dem', 'prep', 'pers', 'srel']","['Todo', 'eso', '(DejarÃ³n', 'dicho', 'eso', 'a', 'nosotros)', 'nos', 'dejarÃ³n', 'dicho.']","['adv', 'DEM#dem', 'COM#tam', 'vi', 'E3S#pers', 'vt', 'PL#pl', 'DEM#dem', 'PREP#prep', '#', 'E1P#pers', 'SR#srel']"
"['ri', 'li...', ""ri'"", 'li', 'enjeempl', 're', 'qaqaaj', 'qachuuch', 'Ã³jor.+']","['ri', 'li', ""ri'"", 'li', 'ejeempl', 're', 'qa-', 'qaaj', 'qa-', 'chuuch', 'Ã³jor']","['dem', 'dem', 'dem', 'dem', 's', 'dem', 'pers', 's', 'pers', 's', 'adv']","['Ejemplo', 'de', 'nuestros', 'padres', 'de', 'nuestras', 'madres.']","['DEM#dem', 'DEM#dem', 'dem', 'DEM#dem', 's', 'DEM#dem', 'E1P#pers', 's', 'E1P#pers', 's', 'adv']"
"['Â¿Nen', ""jb'iij"", 'a', ""wÃ¡lb'"", 'Ã¡anm?+']","['neen', 'j-', ""b'iij"", 'a', ""wÃ¡lb'"", 'Ã¡nim']","['INT', 'pers', 's', 'pers', 's', 's']","['(Â¿Como', 'se', 'llama', 'su', 'suegra', 'mujer?)', 'Como', 'se', 'llama', 'su', 'suegra.']","['INT#INT', 'E3S#pers', 's', 'E2S#pers', 's', 's']"
"[""If.WÃ¡lb'"", 'Ã¡nm,+']","[""wÃ¡lb'"", 'Ã¡nim']","['s', 's']","['Â¡Mi', 'suegra!']","['s', 's']"
"['Katarina', 'Kalaam,+']","['Katarina', 'Kalaam']","['nom', 'apell']","['Catarina', 'Calam.']","['nom', 'apell']"
"['Katarina', 'Kalaam', ""b'iij"", ""wÃ¡lb'"", 'Ã¡nm,+']","['Katarina', 'Kalaam', ""b'iij"", ""wÃ¡lb'"", 'Ã¡nim']","['nom', 'apell', 's', 's', 's']","['Catarina', 'Calam', 'se', 'llama', 'mi', 'suegra.']","['nom', 'apell', 's', 's', 's']"
"[""ri'"", ""wÃ¡lb'"", 'wunaq', 'Miguel', 'MÃ©ndez,+']","[""ri'"", ""wÃ¡lb'"", 'wunaq', 'Miguel', 'MÃ©ndez']","['dem', 's', 's', 'nom', 'apell']","['(El', 'suegro', 'hombre', 'Miguel', 'MÃ©ndez)', 'el', 'suefro', 'se', 'llamÃ³', 'Miguel', 'MÃ©ndez.']","['dem', 's', 's', 'nom', 'apell']"
"['Miguel', 'MÃ©ndez', 'LÃ³pez', ""jb'iij"", ""wÃ¡lb'"", 'wunaq,+']","['Miguel', 'MÃ©ndez', 'LÃ³pez', 'j-', ""b'iij"", ""wÃ¡lb'"", 'wunaq']","['nom', 'apell', 'apell', 'pers', 's', 's', 's']","['(Miguel', 'MÃ©ndez', 'LÃ³pez', 'se', 'llama', 'mi', 'suegro', 'hombre)Mi', 'sugro', 'se', 'llama', 'Miguel', 'MÃ©ndez', 'LÃ³pez.']","['nom', 'apell', 'apell', 'E3S#pers', 's', 's', 's']"
"['ri', ""wÃ¡lb'"", 'Ã¡nm+']","['ri', ""wÃ¡lb'"", 'Ã¡nim']","['dem', 's', 's']","['Mi', 'suegra', 'mujer.']","['DEM#dem', 's', 's']"
"['Katarina', 'Kalaam', ""jb'iij+""]","['Katarina', 'Kalaam', 'j-', ""b'iij""]","['nom', 'apell', 'pers', 's']","['(Catarina', 'Kalam', 'su', 'nombre)', 'se', 'llama', 'Catarina', 'Calam.']","['nom', 'apell', 'E3S#pers', 's']"
"[""ri'"", 'li', ""wÃ¡lb',+""]","[""ri'"", 'li', 'wi', ""Ã¡lib'""]","['dem', 'dem', 'part', 's']","['Ese', 'es', 'mi', 'suego.']","['dem', 'DEM#dem', 'MOV#part', '#', 's']"
"['rÃ\xad', ""ka'"", 'li', 'qaaj,+']","['***', ""ka'"", 'li', 'qaaj']","['***', 'part', 'dem', 'clas']","['Eso', 'era', 'puÃ©s.']","['error', 'PART#part', 'DEM#dem', 'clas']"
"[""ri'"", 'li.+']","[""ri'"", 'li']","['dem', 'dem']","['Eso', 'es.']","['dem', 'DEM#dem']"
"['Iv.Â¿I', 'niri', ""xatyu'"", 'li', ""alb'ixiik+""]","['i', 'niri', 'x-', 'at-', ""yu'"", 'li', 'al', ""-b'ik"", '-x', '-iik']","['conj', 'adv', 'tam', 'pers', 'vi', 'prep', 'adj', '***', '***', '***']","['(Â¿Y', 'aquÃ\xad', 'vino', 'en', 'nuera?)Â¿aquÃ\xad', 'vino', 'como', 'nuera?']","['CONJ#conj', 'adv', 'COM#tam', 'A2S#pers', 'vi', 'prep', 'adj', 'error', 'error', 'error']"
"[""diyunab'es"", 'kwando', ""xatk'uli'?+""]","['***', 'kwaand', 'xa']","['***', 'adv', '***']","['De', 'una', 'vez', 'cuando', 'se', 'casÃ³.']","['error', 'adv', 'error']"
"['If.No', 'ma', 'neri', ""ta'n"", 'taat,+']","[""no'"", 'ma', 'niri', ""ta'n"", 'taat']","['adv', 'part', 'adv', 'adv', 's']","['(No', 'no', 'fue', 'aqui', 'papÃ¡)', 'no', 'fue', 'aquÃ\xad', 'seÃ±or.']","['adv', 'NEG#part', 'adv', 'NEG#adv', 's']"
"['ji', 'xin', ""alib'ix"", 'rij', ""kub'i',+""]","[""ji'"", 'x', 'in', ""alib'"", '-ix', 'ri', '-iij', ""kub'i'""]","['adv', 'tam', 'pers', 's', 'suf', 'srel', '***', 'top']","['(FuÃ\xad', 'nuera', 'allÃ¡', 'atras', 'de', 'Jacubi)', 'estuve', 'allÃ¡', 'en', 'jacubi.']","['adv', 'COM#tam', '#', 'A1S#pers', 's', 'ADV#suf', 'srel', 'error', 'top']"
"[""kla'"", ""xinalib'Ã\xadxwu',+""]","[""kla'""]",['adv'],"['(AllÃ\xad', 'fuÃ\xad', 'nuera)']",['adv']
"[""kla'"", ""xinalib'Ã\xadxwu',+""]","[""kla'""]",['adv'],"['AllÃ\xad', 'fuÃ\xad', 'nuera.']",['adv']
"['dyes', 'aaÃ±', ""xinwa'x"", ""kla',+""]","['dyees', 'aÃ±o', 'x', 'in', ""wa'x"", ""kla'""]","['num', 's', 'tam', 'pers', 'vi', 'adv']","['Diez', 'aÃ±os', 'estuve', 'allÃ\xad.']","['num', 's', 'COM#tam', '#', 'A1S#pers', '#', 'vi', 'adv']"
"['dyes', 'aaÃ±', ""xinb'an"", 'rij', 'rij', ""kub'i'"", 'li.+']","['dyees', 'aÃ±o', 'x-', 'in-', ""b'an"", 'ri', 'ri', ""kub'i'"", 'li']","['num', 's', 'tam', 'pers', 'vt', 'srel', 'srel', 'top', 'dem']","['(Diez', 'aÃ±os', 'estuve', 'detras', 'de', 'jacubÃ\xad)', 'diez', 'aÃ±os', 'estuve', 'al', 'otro', 'lado', 'de', 'jacubÃ\xad.']","['num', 's', 'COM#tam', 'A1S#pers', 'vt', 'srel', 'srel', 'top', 'DEM#dem']"
"[""Ruk'"", 're', 'xoj', 'xoj', 'eel', 'na,+']","[""ruk'"", 're', 'xoj', 'xoj', 'el', 'na']","['part', 'dem', 's', 's', 'vi', 'part']","['Entonces', 'salimos', 'despuÃ©s.']","['PART#part', 'DEM#dem', 's', 's', 'vi', 'part']"
"['xoj', 'xojresaj', 'taq', ""k'atzan"", ""wÃ¡lb',+""]","['xoj', 'taq', ""k'atzaan"", ""wÃ¡lb'""]","['s', 'pl', 'adj', 's']","['Nos', 'sacaron', 'mis', 'finados', 'suegros.']","['s', 'PL#pl', 'adj', 's']"
"['si', 'no', ""ji'"", 'wooj', 'riij', ""kub'i'y,+""]","[""si'"", ""no'"", ""ji'"", 'w-', 'ooj', 'ri', ""kub'i'""]","['adv', 'adv', 'adv', 'pers', 'pron', 'srel', 'top']","['(Sino', 'allÃ¡', 'estÃ¡vamos', 'detrÃ¡s', 'de', 'jacubÃ\xad)', 'sino', 'allÃ¡', 'estÃ¡vamos', 'al', 'otro', 'lado', 'de', 'jacubÃ\xad.']","['adv', 'adv', 'adv', 'E1S#pers', 'pron', 'srel', 'top']"
"['riij', ""kub'i'y"", 'w-ooj', ""wu',+""]","['r', '-iij', ""kub'i'"", 'w', 'ooj', '***']","['pers', 'srel', 'top', 'pers', 'pron', '***']","['(Detras', 'de', 'cubÃ\xad', 'estamos)', 'estÃ¡bamos', 'al', 'otro', 'lado', 'de', 'jacubÃ\xad.']","['E3S#pers', 'srel', 'top', 'E1S#pers', '#', 'pron', 'error']"
"[""kla'"", 'wooj', 'taat.+']","[""kla'"", 'w', 'ooj', 'taat']","['adv', 'pers', 'pron', 's']","['(AllÃ\xad', 'estamos', 'papÃ¡)', 'allÃ\xad', 'etamos', 'seÃ±or.']","['adv', 'E1S#pers', '#', 'pron', 's']"
"[""Naji'"", 'li', 'xoj', ""wa'x"", ""kla',+""]","['naj', ""i'"", 'li', 'xoj', ""wÃ¡'x"", ""kla'""]","['adv', 'suf', 'dem', 's', 'vi', 'adv']","['(Lejos', 'nosotros', 'estuvimos', 'allÃ\xad)', 'estuvimos', 'mucho', 'tiempo', 'allÃ\xad.']","['adv', '#', 'SC#suf', 'DEM#dem', 's', 'vi', 'adv']"
"[""xojwa'xi'n,+""]","['xoj', ""wa'x"", ""i'n""]","['s', 'vi', 'part']",['Estuvimos.'],"['s', '#', 'vi', '#', 'part']"
"['ay', 'dyoos', ""kla'"", 'lomism', 'naj', ""xojwa'x,+""]","['ay', 'Dyoos', ""kla'"", 'lo', 'miim', 'naj']","['voc', 's', 'adv', 'part', 'adv', 'adv']","['Hay', 'dios', 'si', 'allÃ\xad', 'tambiÃ©n', 'estuvimos', 'mucho', 'tiempo.']","['voc', 's', 'adv', 'part', '#', 'adv', 'adv']"
"[""Ch'anuuj"", 'naaj', ""xojwa'x,+""]","[""Ch'anuuj"", 'naj']","['top', 'adv']","['(En', 'Chuanuj', 'lejos', 'estuvimos)', 'en', 'Chanuj', 'estuvimos', 'mucho', 'tiempo.']","['top', 'adv']"
"[""Ch'anuuj"", 'kaad', 'por', 'temporaad,+']","[""Ch'anuuj"", 'kaada', 'por', 'temporaad']","['top', 'adj', 'adv', 'adv']","['(En', 'Chanuj', 'por', 'cada', 'temporada)', 'A', 'cada', 'aÃ±o', 'llegamos', 'en', 'Chanuj.']","['top', 'adj', 'adv', 'adv']"
"['oj', 'el', ""b'i"", 'neri', ""Ch'anuuj.+""]","['oj', 'el', ""b'ik"", 'niri', ""Ch'anuuj""]","['pers', 'vi', ""b'ik"", 'adv', 'top']","['Salimops', 'de', 'aquÃ\xad', 'de', 'Chanuj.']","['A1P#pers', 'vi', ""b'ik"", 'adv', 'top']"
"['Oj', ""aq'an"", 'chik', ""b'a"", 'loom,+']","['oj', ""aq'an"", 'chik', ""b'a"", 'loom']","['pers', 'vi', 'part', 'srel', 's']","['(Nos', 'subimos', 'otra', 'vez', 'sobre', 'la', 'loma)', 'nos', 'subimos', 'otra', 'vez', 'a', 'la', 'montaÃ±a.']","['A1P#pers', 'vi', 'PART#part', 'srel', 's']"
"['jili', ""b'a..."", ""b'a"", 'saqwech', 'oj+']","['jili', ""b'a"", ""b'a"", 'saqwech', 'oj']","['adv', 'srel', 'srel', 's', 'pers']","['(Alla', 'sobre', 'la', 'papÃ¡', 'nostros)', 'alla', 'sobre', 'la', 'montaÃ±a', 'nosotrosque', 'se', 'llama', 'saqwech.']","['adv', 'srel', 'srel', 's', 'A1P#pers']"
"['_', 'che', 'r-e.+']","[""che'"", 'r-', 'e']","['vi', 'pers', 'srel']","['Le', 'decimos.']","['vi', 'E3S#pers', 'srel']"
"[""Jmm'"", ""xinwa'xi'n,+""]","['x', 'in', ""wa'x"", ""i'n""]","['tam', 'pers', 'vi', 'part']",['Estuve.'],"['COM#tam', '#', 'A1S#pers', '#', 'vi', '#', 'part']"
"[""xinwa'x+...""]","['x', 'in', ""wa'x""]","['tam', 'pers', 'vi']",['Estuve.'],"['COM#tam', '#', 'A1S#pers', '#', 'vi']"
"['xansaj', 'wuchoch', ""kla'+...""]","['x-', ""b'an"", '-saa', '-j', 'w', 'ichooch', ""kla'""]","['tam', 'vt', 'suf', 'suf', 'pers', 's', 'adv']","['HicierÃ³n', 'mi', 'casa.']","['COM#tam', 'vt', 'CAU#suf', 'SC#suf', 'E1S#pers', '#', 's', 'adv']"
"['Xansaj', 'wuchooch,+']","['x-', ""b'an"", '-saa', '-j', 'w', 'ichooch']","['tam', 'vt', 'suf', 'suf', 'pers', 's']","['HicierÃ³n', 'mi', 'casa.']","['COM#tam', 'vt', 'CAU#suf', 'SC#suf', 'E1S#pers', '#', 's']"
"[""xinwa'xi'"", ""kla'.+""]","['x-', 'in-', ""wÃ¡'x"", ""i'n"", ""kla'""]","['tam', 'pers', 'vi', 'part', 'adv']","['Estuve', 'allÃ\xad.']","['COM#tam', 'A1S#pers', 'vi', '#', 'ENF#part', 'adv']"
"['Iv.Â¿Lamas', ""t'i'ame'"", 'taq', ""ja'+""]","['lamaas', 'ti-', ""k'am"", ""-e'"", 'taq', ""ja'""]","['adv', 'tam', 'vt', 'suf', 'pl', 's']","['DÃ³nde', 'van', 'a', 'traer', 'el', 'agua.']","['adv', 'INC#tam', '#', 'vt', 'SC#suf', 'PL#pl', 's']"
"['re', ""xatwÃ¡'x"", 'taq', ""kla'?+""]","['r-', 'e', 'taq', ""kla'""]","['pers', 'srel', 'pl', 'adv']","['Cuando', 'estuvierÃ³n', 'allÃ\xad.']","['E3S#pers', 'srel', 'PL#pl', 'adv']"
"[""If.Qame'"", ""ja'+""]","['q-', ""k'am"", ""ja'""]","['pers', 'vt', 's']","['(Traemos', 'agua)', 'Ã\xadvamos', 'a', 'traer', 'agua.']","['E1P#pers', 'vt', 's']"
"['est', ""xe'"", ""k'eche'laaj,+""]","['asta', ""xe'"", ""k'ichelaaj""]","['adv', 'srel', 's']","['(Asta', 'debajo', 'de', 'la', 'montaÃ±a)', 'asta', 'al', 'pie', 'de', 'la', 'montaÃ±a.']","['adv', 'srel', 's']"
"[""b'a..."", ""b'a"", 'loom+']","[""b'a"", ""b'a"", 'loom']","['srel', 'srel', 's']","['(Cabeza', 'de', 'la', 'monmtaÃ±a)', 'sobre', 'la', 'montaÃ±a.']","['srel', 'srel', 's']"
"[""b'i"", 'jili', ""b'ik,+""]","[""b'ik"", 'jili', ""b'ik""]","['dir', 'adv', 'dir']","['AllÃ¡', 'adelante.']","['DIR#dir', 'adv', 'DIR#dir']"
"[""qame'"", ""ja'"", ""kla',+""]","['q-', ""k'am"", ""ja'"", ""kla'""]","['pers', 'vt', 's', 'adv']","['Traemos', 'agua', 'allÃ\xad)', 'asta', 'allÃ\xad', 'vamos', 'a', 'traer', 'agua.']","['E1P#pers', 'vt', 's', 'adv']"
"[""kla'"", ""tpe'w"", ""qÃ¡ja'.+""]","[""kla'"", 't-', 'pet', '-w', 'qa-', ""ja'""]","['adv', 'tam', 'vi', 'suf', 'pers', 's']","['(De', 'allÃ\xad', 'viene', 'nuestra', 'agua)', 'de', 'allÃ\xad', 'traemos', 'el', 'agua.']","['adv', 'INC#tam', 'vi', 'MOV#suf', 'E1#pers', 's']"
"['I', 'xaan', 'qechooch', ""kla',+""]","['i', ""xab'an"", 'q-', 'ichooch', ""kla'""]","['conj', 'vt', 'pers', 's', 'adv']","['Hizo', 'nuestra', 'casa', 'allÃ\xad.']","['CONJ#conj', 'vt', 'E1P#pers', 's', 'adv']"
"['naj', 'xooj', ""wa'x"", ""kla'.+""]","['naj', 'x-', '***', ""wÃ¡'x"", ""kla'""]","['adv', 'tam', '***', 'vi', 'adv']","['(Lejos', 'estuvimos', 'allÃ\xad)', 'estuvimos', 'mucho', 'tiempo', 'allÃ\xad.']","['adv', 'COM#tam', 'error', 'vi', 'adv']"
"['Iv.Â¿I', ""kita'"", ""ka'n"", 'titzaqow', ""ach'olaq?+""]","['i', ""ka'n"", 'ti', 'taq', 'a', ""ch'ool"", 'aq']","['conj', 's', 'tam', 'vt', 'pers', 's', 'suf']","['(Y', 'no', 'hay', 'animal', 'que', 'les', 'vota', 'el', 'estÃ³mago)', 'Â¿no', 'hay', 'animal', 'que', 'les', 'asuste?']","['CONJ#conj', 's', 'INC#tam', '#', 'vt', 'E2S#pers', '#', 's', '#', 'PL#suf']"
"[""If.Ta'"", 'kaan', 'qaaj+']","[""ta'"", 'kan', 'qaaj']","['part', 'vi', 'clas']","['No', 'hay', 'animal', 'seÃ±or.']","['NEG#part', 'vi', 'clas']"
"['no', ""ta'n,+""]","[""no'"", ""ta'n""]","['adv', 'adv']","['No', 'hay.']","['adv', 'NEG#adv']"
"['nada', ""ta'"", ""ka'n"", 'pake', 'awaas,+']","['nada', ""ta'"", ""ka'n"", 'pake', 'awaas']","['adv', 'part', 's', 'adv', 's']","['No', 'hay', 'animal', 'para', 'que', 'decir.']","['adv', 'NEG#part', 's', 'adv', 's']"
"[""ta'"", ""ka'n"", 'xqil', 'jwich', ""ta'n.+""]","[""ta'"", ""ka'n"", 'x', 'q', 'il', 'j', 'wich', ""ta'n""]","['part', 's', 'tam', 'pers', 'vt', 'pers', 's', 'adv']","['(No', 'animal', 'vimos', 'su', 'cara', 'no)', 'no', 'vimos', 'algÃºn', 'animal.']","['NEG#part', 's', 'COM#tam', '#', 'E1P#pers', '#', 'vt', 'E3S#pers', '#', 's', 'NEG#adv']"
"['Iv.Â¿Pero', 'aj', 'ajwi', 'na', ""k'is"", ""b'atz'"", 'xat', ""wa'x"", 'taq', ""kla'?+""]","['peer', 'aj', 'na', ""k'is"", ""b'aatz'"", ""wÃ¡'x"", 'taq', ""kla'""]","['adv', '***', 'part', 'part', 's', 'vi', 'pl', 'adv']","['Â¿Pero', 'havÃ\xadan', 'saraguates', 'todavÃ\xada', 'cuando', 'estuvierÃ³n', 'allÃ\xad?']","['adv', 'error', 'part', 'PL#part', 's', 'vi', 'PL#pl', 'adv']"
